schema_version,catalog,run_index,run_seed,target_index,abort_ordinal,status,dv_mag_m_per_s,dv_second_burn_m_per_s,coast_min_range_m,bounded_min_range_m,clearance_m,keep_out_radius_m,clear_margin_m
1.1,SL-8 / Kosmos-3M second stage,174,17527452366656779188,1,1,BoundedClearing,0.194194,0.000000,220.0009,220.0007,20.0009,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,175,1535874997032934481,1,1,Clean,0.137019,0.000000,282.6329,282.6327,82.6329,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,175,1535874997032934481,2,2,Clean,0.028390,0.000000,326.4006,326.4002,126.4006,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,175,1535874997032934481,4,3,BoundedClearing,0.157371,0.000000,220.0018,220.0012,20.0018,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,176,13366077205640011402,1,1,Clean,0.137789,0.000000,374.1378,374.1368,174.1378,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,179,13249120242680999479,0,1,Clean,0.064740,0.000000,237.3069,237.3062,37.3069,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,181,1155997493847055680,2,1,Clean,0.025953,0.000000,374.8887,374.8886,174.8887,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,186,2195151133913226357,0,1,Clean,0.074024,0.000000,328.8626,328.8618,128.8626,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,188,15524114535295224655,0,1,Clean,0.089385,0.000000,296.8548,296.8540,96.8548,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,189,5001514071126117571,0,1,Clean,0.100962,0.000000,279.1076,279.1076,79.1076,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,190,15176575333786176354,2,1,Clean,0.142601,0.000000,241.3778,241.3776,41.3778,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,191,49676799509097371,2,1,Clean,0.032168,0.000000,357.4847,357.4846,157.4847,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,192,14632317833256659055,0,1,Clean,0.070059,0.000000,411.7973,411.7968,211.7973,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,193,13368885746145514479,0,1,Clean,0.048755,0.000000,396.3818,396.3816,196.3818,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,196,15978988668043965232,1,1,Clean,0.061535,0.000000,322.4800,322.4797,122.4800,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,197,3119620964849640627,0,1,Clean,0.083347,0.000000,348.4158,348.4158,148.4158,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,198,6367954949873222969,1,1,Clean,0.113443,0.000000,329.5339,329.5339,129.5339,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,198,6367954949873222969,2,2,Clean,0.112832,0.000000,301.9489,301.9488,101.9489,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,199,4565844308182223636,2,1,Clean,0.117411,0.000000,306.8033,306.8032,106.8033,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,201,14865147735459171271,3,1,Clean,0.040358,0.000000,361.8786,361.8786,161.8786,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,203,11321252600993983036,1,1,Clean,0.029294,0.000000,375.4159,375.4159,175.4159,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,205,7450659711889107151,3,1,Clean,0.184184,0.000000,227.7054,227.7052,27.7054,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,206,1927114823291099807,0,1,Clean,0.118989,0.000000,243.2293,243.2292,43.2293,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,206,1927114823291099807,3,2,Clean,0.064092,0.000000,289.6754,289.6746,89.6754,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,207,14846996543040147005,1,1,Clean,0.072948,0.000000,251.7703,251.7696,51.7703,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,208,3415839949669319864,0,1,Clean,0.104671,0.000000,320.2967,320.2966,120.2967,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,209,8692288599154284727,2,1,Clean,0.060846,0.000000,350.7854,350.7850,150.7854,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,211,12334047072864923238,1,1,Clean,0.062603,0.000000,309.8306,309.8305,109.8306,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,211,12334047072864923238,3,2,Clean,0.054281,0.000000,359.9133,359.9133,159.9133,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,212,12794129402293671997,1,1,Clean,0.046586,0.000000,393.2803,393.2803,193.2803,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,212,12794129402293671997,2,2,Clean,0.069267,0.000000,294.1749,294.1748,94.1749,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,213,8703989685716750316,1,1,Clean,0.015056,0.000000,327.7685,327.7683,127.7685,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,214,17128896831965256352,2,1,Clean,0.119352,0.000000,326.4815,326.4803,126.4815,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,214,17128896831965256352,3,2,Clean,0.086570,0.000000,303.3150,303.3149,103.3150,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,215,9239344308186603703,3,1,Clean,0.065271,0.000000,268.7147,268.7143,68.7147,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,216,17298024956732282751,1,1,Clean,0.059663,0.000000,282.8662,282.8655,82.8662,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,216,17298024956732282751,4,2,Clean,0.173234,0.000000,277.6729,277.6727,77.6729,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,219,14362186420115379929,1,1,Clean,0.028976,0.000000,413.5832,413.5829,213.5832,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,221,17095845301150536505,1,1,Clean,0.028876,0.000000,422.3848,422.3847,222.3848,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,224,15922831704116191460,1,1,Clean,0.216783,0.000000,284.0492,284.0473,84.0492,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,227,15749128007044558430,2,1,Clean,0.093293,0.000000,331.3783,331.3782,131.3783,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,230,17636447672360454792,3,1,Clean,0.043825,0.000000,463.5220,463.5218,263.5220,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,234,2051979107006296002,2,1,Clean,0.130250,0.000000,278.7198,278.7187,78.7198,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,237,567764190282560510,0,1,Clean,0.144443,0.000000,287.6607,287.6606,87.6607,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,240,7191385997148188944,3,1,Clean,0.048863,0.000000,319.7051,319.7050,119.7051,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,242,14967341161753611244,0,1,Clean,0.065630,0.000000,284.3911,284.3910,84.3911,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,243,16866551623352074123,0,1,Clean,0.172033,0.000000,241.3663,241.3661,41.3663,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,244,15493407761010598009,0,1,Clean,0.036071,0.000000,404.5707,404.5706,204.5707,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,244,15493407761010598009,1,2,Clean,0.026126,0.000000,400.7341,400.7340,200.7341,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,245,6272232002668522079,3,1,Clean,0.113459,0.000000,332.2842,332.2841,132.2842,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,246,17305571316851200427,1,1,Clean,0.049980,0.000000,349.7014,349.7013,149.7014,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,246,17305571316851200427,4,2,Clean,0.145467,0.000000,243.3283,243.3281,43.3283,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,248,15448882891054063185,3,1,Clean,0.073776,0.000000,372.4719,372.4712,172.4719,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,250,5360015797911840781,2,1,Clean,0.031180,0.000000,318.3449,318.3445,118.3449,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,251,17937240381967373441,1,1,Clean,0.043133,0.000000,350.6403,350.6400,150.6403,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,251,17937240381967373441,2,2,Clean,0.017532,0.000000,443.2914,443.2914,243.2914,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,252,6682334503538657130,1,1,Clean,0.042614,0.000000,334.9383,334.9379,134.9383,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,254,16773185611197114856,1,1,BoundedClearing,0.330237,0.000000,225.4615,225.4601,25.4615,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,254,16773185611197114856,3,2,Clean,0.104968,0.000000,312.4788,312.4787,112.4788,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,255,15298086298593650156,0,1,Clean,0.054019,0.000000,376.2519,376.2519,176.2519,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,256,17788690440813355015,2,1,Clean,0.056380,0.000000,402.3428,402.3424,202.3428,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,257,15374450521029469256,3,1,Clean,0.072359,0.000000,309.1188,309.1183,109.1188,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,258,5132717310695162821,1,1,Clean,0.052528,0.000000,404.9912,404.9908,204.9912,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,265,14114623983553666724,1,1,Clean,0.208325,0.000000,298.1001,298.0982,98.1001,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,266,4734754364542859989,2,1,Clean,0.039532,0.000000,440.2725,440.2724,240.2725,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,266,4734754364542859989,3,2,Clean,0.042176,0.000000,415.8323,415.8321,215.8323,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,270,15175090169544112696,0,1,Clean,0.084948,0.000000,373.0507,373.0504,173.0507,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,273,1811731750621035268,1,1,Clean,0.048937,0.000000,326.3264,326.3259,126.3264,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,273,1811731750621035268,2,2,Clean,0.059385,0.000000,346.6986,346.6986,146.6986,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,273,1811731750621035268,3,3,Clean,0.038870,0.000000,388.7581,388.7581,188.7581,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,274,10069932832008852445,0,1,Clean,0.156447,0.000000,299.9569,299.9568,99.9569,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,274,10069932832008852445,4,2,Clean,0.031885,0.000000,421.8400,421.8399,221.8400,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,277,3803835140728153903,3,1,Clean,0.028834,0.000000,352.9445,352.9445,152.9445,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,278,6701040395419161012,1,1,Clean,0.059874,0.000000,364.5274,364.5268,164.5274,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,280,5276287612591368137,1,1,Clean,0.086215,0.000000,327.1486,327.1479,127.1486,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,280,5276287612591368137,3,2,Clean,0.105530,0.000000,349.9810,349.9809,149.9810,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,281,10421428559827280235,0,1,Clean,0.061464,0.000000,348.7802,348.7797,148.7802,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,282,2004803061528723280,0,1,Clean,0.054202,0.000000,287.1165,287.1159,87.1165,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,285,5937531122270429214,0,1,Clean,0.046687,0.000000,351.7974,351.7971,151.7974,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,285,5937531122270429214,2,2,Clean,0.078506,0.000000,353.0016,353.0015,153.0016,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,288,3219578206764900497,0,1,Clean,0.120339,0.000000,236.8616,236.8607,36.8616,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,288,3219578206764900497,3,2,Clean,0.113071,0.000000,357.0622,357.0616,157.0622,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,289,14537271948391841523,3,1,Clean,0.128157,0.000000,268.5522,268.5521,68.5522,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,290,8304886743363011056,1,1,Clean,0.058696,0.000000,361.2720,361.2714,161.2720,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,290,8304886743363011056,2,2,Clean,0.150697,0.000000,282.5893,282.5892,82.5893,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,292,12644201427432305305,3,1,Clean,0.031636,0.000000,384.4471,384.4471,184.4471,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,293,10234738344779665196,2,1,Clean,0.093669,0.000000,357.7669,357.7659,157.7669,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,294,6293528736332349811,0,1,Clean,0.017024,0.000000,291.6929,291.6929,91.6929,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,295,7922564570761644465,1,1,BoundedClearing,0.255605,0.000000,220.0022,220.0001,20.0022,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,295,7922564570761644465,3,2,Clean,0.093849,0.000000,295.4336,295.4336,95.4336,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,296,10155480807303154249,0,1,Clean,0.018214,0.000000,445.5461,445.5460,245.5461,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,297,15836440545517826023,1,1,Clean,0.019691,0.000000,340.1104,340.1102,140.1104,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,298,17594133913315635805,3,1,Clean,0.076184,0.000000,338.0352,338.0345,138.0352,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,299,9777565992849082850,2,1,Clean,0.057228,0.000000,406.8560,406.8556,206.8560,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,301,5815710713185870777,1,1,Clean,0.190608,0.000000,224.5621,224.5604,24.5621,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,301,5815710713185870777,2,2,Clean,0.061346,0.000000,402.5542,402.5542,202.5542,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,301,5815710713185870777,3,3,Clean,0.035859,0.000000,345.5898,345.5898,145.5898,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,303,8734678654323995422,1,1,Clean,0.038193,0.000000,395.4176,395.4176,195.4176,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,304,17832534219237938935,2,1,Clean,0.087681,0.000000,362.7411,362.7410,162.7411,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,306,12240121446661608351,2,1,Clean,0.020378,0.000000,323.8707,323.8706,123.8707,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,312,6257730788944892710,1,1,Clean,0.020328,0.000000,419.4950,419.4949,219.4950,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,316,927329771494032758,2,1,Clean,0.067504,0.000000,324.4079,324.4078,124.4079,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,319,13213825360795576765,1,1,Clean,0.147429,0.000000,220.6922,220.6908,20.6922,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,319,13213825360795576765,3,2,Clean,0.079900,0.000000,237.5002,237.5001,37.5002,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,320,10993461746800231437,1,1,Clean,0.140052,0.000000,229.6721,229.6707,29.6721,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,322,18169741169296403270,3,1,Clean,0.030106,0.000000,387.6850,387.6850,187.6850,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,324,17767810271601226840,1,1,Clean,0.074106,0.000000,288.7121,288.7114,88.7121,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,326,1360256861397697255,2,1,Clean,0.020674,0.000000,402.1265,402.1265,202.1265,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,331,14911629375942321740,0,1,Clean,0.050934,0.000000,347.7486,347.7486,147.7486,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,334,4969352976732642426,2,1,Clean,0.106902,0.000000,287.2195,287.2194,87.2195,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,335,18185132263540108363,2,1,Clean,0.023905,0.000000,395.2034,395.2034,195.2034,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,337,8522188933783512493,0,1,Clean,0.003712,0.000000,429.7743,429.7742,229.7743,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,338,11544469393513107695,2,1,Clean,0.102414,0.000000,287.0256,287.0247,87.0256,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,339,12602872564544613210,2,1,Clean,0.060831,0.000000,378.6597,378.6593,178.6597,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,341,8549449200213795269,0,1,Clean,0.018371,0.000000,428.3595,428.3594,228.3595,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,341,8549449200213795269,3,2,Clean,0.135505,0.000000,254.8443,254.8442,54.8443,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,343,12833536074784607788,1,1,Clean,0.114340,0.000000,326.7654,326.7653,126.7654,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,345,2682151813702898397,0,1,Clean,0.044680,0.000000,347.3765,347.3765,147.3765,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,346,1887770285544572917,1,1,Clean,0.127626,0.000000,297.9945,297.9944,97.9945,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,350,10051956177948469758,3,1,Clean,0.057799,0.000000,269.1024,269.1023,69.1024,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,355,14080925127146236833,3,1,Clean,0.034925,0.000000,420.5065,420.5062,220.5065,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,358,9292549460041619792,2,1,Clean,0.050059,0.000000,345.0987,345.0987,145.0987,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,360,4164026630974296449,0,1,Clean,0.064566,0.000000,401.5111,401.5110,201.5111,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,362,16726336698870182498,1,1,Clean,0.096510,0.000000,299.6593,299.6592,99.6593,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,362,16726336698870182498,2,2,BoundedClearing,0.188743,0.000000,220.4168,220.4172,20.4168,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,364,4865256894659147190,0,1,Clean,0.111715,0.000000,330.2682,330.2674,130.2682,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,366,2586197837166845319,1,1,Clean,0.034366,0.000000,330.2603,330.2602,130.2603,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,368,6795127308068956704,1,1,Clean,0.059317,0.000000,395.7322,395.7321,195.7322,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,370,9343166485609050894,3,1,Clean,0.018608,0.000000,376.2043,376.2041,176.2043,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,373,976750741634671585,3,1,Clean,0.057764,0.000000,344.2131,344.2130,144.2131,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,375,6225431565209995288,0,1,Clean,0.073404,0.000000,367.2309,367.2308,167.2309,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,376,14771489406251055397,1,1,Clean,0.034217,0.000000,362.0698,362.0693,162.0698,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,381,14523408968263384602,2,1,Clean,0.048484,0.000000,400.4550,400.4547,200.4550,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,382,6891597382954071827,1,1,Clean,0.050168,0.000000,328.3797,328.3792,128.3797,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,383,17317969328584411858,2,1,BoundedClearing,0.163586,0.000000,220.2168,220.2169,20.2168,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,385,423754639595545146,1,1,Clean,0.062142,0.000000,411.1352,411.1352,211.1352,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,388,13888477594958642166,2,1,Clean,0.210363,0.000000,242.1143,242.1141,42.1143,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,389,15314831859329937078,1,1,Clean,0.094364,0.000000,301.7743,301.7735,101.7743,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,391,15554791634300792783,2,1,Clean,0.056887,0.000000,380.2275,380.2275,180.2275,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,391,15554791634300792783,4,2,Clean,0.036037,0.000000,323.2589,323.2587,123.2589,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,392,1920345699307244436,2,1,Clean,0.072570,0.000000,355.8727,355.8726,155.8727,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,393,311385524570861719,0,1,Clean,0.075247,0.000000,311.0259,311.0253,111.0259,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,395,1680586034924422527,3,1,Clean,0.033572,0.000000,347.2792,347.2786,147.2792,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,396,15575802158067883620,3,1,Clean,0.052150,0.000000,378.6501,378.6501,178.6501,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,399,15885304884271589970,3,1,Clean,0.040816,0.000000,419.6507,419.6503,219.6507,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,405,8020996429876127194,1,1,Clean,0.046481,0.000000,401.1061,401.1060,201.1061,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,405,8020996429876127194,4,2,Clean,0.097935,0.000000,419.0680,419.0673,219.0680,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,406,16631369282459734811,1,1,Clean,0.063898,0.000000,297.7863,297.7854,97.7863,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,408,11705986833333830422,0,1,Clean,0.153256,0.000000,318.2406,318.2404,118.2406,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,408,11705986833333830422,3,2,Clean,0.112902,0.000000,320.4066,320.4058,120.4066,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,409,8996128086792457295,0,1,Clean,0.086109,0.000000,364.8729,364.8722,164.8729,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,411,15379455594483433493,0,1,Clean,0.063032,0.000000,246.3196,246.3195,46.3196,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,413,13717371617050168730,2,1,Clean,0.043871,0.000000,340.0733,340.0730,140.0733,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,415,3163256712079681174,0,1,Clean,0.095240,0.000000,325.1126,325.1118,125.1126,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,419,11210276304677366744,1,1,BoundedClearing,0.244006,0.000000,220.3780,220.3762,20.3780,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,422,18344767521843296594,0,1,Clean,0.042444,0.000000,339.5097,339.5097,139.5097,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,422,18344767521843296594,1,2,Clean,0.050173,0.000000,321.6197,321.6197,121.6197,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,422,18344767521843296594,4,3,Clean,0.064251,0.000000,410.6897,410.6895,210.6897,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,434,9501044747436044400,2,1,Clean,0.143956,0.000000,300.5999,300.5998,100.5999,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,435,10888292266671959763,0,1,Clean,0.113517,0.000000,348.6547,348.6538,148.6547,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,437,3207613763381319891,0,1,Clean,0.047133,0.000000,342.7407,342.7405,142.7407,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,437,3207613763381319891,4,2,Clean,0.026654,0.000000,372.4651,372.4648,172.4651,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,440,2564330452536715311,1,1,Clean,0.102740,0.000000,384.8938,384.8937,184.8938,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,443,2478983956729781264,2,1,Clean,0.027577,0.000000,466.7979,466.7979,266.7979,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,445,11458618361629542913,0,1,Clean,0.089517,0.000000,311.7986,311.7986,111.7986,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,446,14053302018140940783,1,1,Clean,0.031140,0.000000,399.6334,399.6334,199.6334,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,448,11746509105536401129,0,1,Clean,0.038415,0.000000,354.6007,354.6006,154.6007,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,448,11746509105536401129,2,2,Clean,0.174390,0.000000,251.5278,251.5276,51.5278,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,448,11746509105536401129,3,3,Clean,0.108987,0.000000,336.1960,336.1959,136.1960,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,449,15994535783470327018,2,1,Clean,0.144051,0.000000,265.5458,265.5457,65.5458,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,449,15994535783470327018,3,2,Clean,0.090646,0.000000,298.0012,298.0002,98.0012,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,450,16692276091264875797,0,1,Clean,0.038455,0.000000,364.9356,364.9356,164.9356,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,450,16692276091264875797,2,2,Clean,0.017835,0.000000,365.6853,365.6853,165.6853,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,451,11805021321958899306,0,1,Clean,0.013663,0.000000,362.8362,362.8359,162.8362,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,451,11805021321958899306,3,2,Clean,0.028339,0.000000,412.6039,412.6039,212.6039,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,452,15125481261882623231,0,1,Clean,0.041973,0.000000,404.3499,404.3499,204.3499,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,454,16655337643411388374,2,1,Clean,0.066455,0.000000,283.4535,283.4535,83.4535,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,455,13411832949941663873,1,1,Clean,0.057372,0.000000,372.1028,372.1027,172.1028,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,455,13411832949941663873,4,2,Clean,0.086018,0.000000,316.9486,316.9485,116.9486,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,456,1848247881426428277,0,1,Clean,0.080360,0.000000,351.9927,351.9921,151.9927,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,456,1848247881426428277,2,2,Clean,0.049880,0.000000,345.1591,345.1591,145.1591,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,457,4813182154191394252,1,1,Clean,0.090264,0.000000,366.0799,366.0793,166.0799,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,459,17960245334614078505,1,1,Clean,0.031596,0.000000,380.9215,380.9214,180.9215,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,459,17960245334614078505,3,2,Clean,0.030537,0.000000,364.9929,364.9928,164.9929,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,462,11962202882205677485,0,1,Clean,0.124362,0.000000,265.6357,265.6348,65.6357,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,464,17109699390268347697,3,1,Clean,0.035552,0.000000,344.1905,344.1905,144.1905,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,465,13200548604059410604,2,1,Clean,0.077316,0.000000,368.3601,368.3601,168.3601,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,467,8643072012205184183,3,1,Clean,0.023651,0.000000,317.4403,317.4401,117.4403,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,468,2475707646000233706,2,1,Clean,0.095597,0.000000,380.8362,380.8361,180.8362,200.0,20.0
1.1,SL-8 / Kosmos-3M second stage,468,2475707646000233706,4,2,Clean,0.131096,0.000000,343.7020,343.7018,143.7020,200.0,20.0
